originalTid,ovr,pick,pot,round,skills,tid,year,pid
0,31,20,58,1,[],0,2020,713
0,24,20,52,2,[],0,2020,714
19,34,6,56,2,[],19,2020,715
-1,21,0,39,0,[],-1,2020,716
20,40,23,58,1,[],20,2020,717
29,32,24,50,2,[],29,2020,718
3,34,29,58,1,[],3,2020,719
12,30,23,52,2,[],12,2020,720
24,36,2,57,2,[],24,2020,721
17,31,16,55,2,[],17,2020,722
21,36,11,63,1,[],21,2020,723
13,45,9,61,1,[],13,2020,724
-1,26,0,43,0,[],-1,2020,725
-1,19,0,39,0,[],-1,2020,726
26,30,19,54,2,[],26,2020,727
19,41,6,65,1,[],19,2020,728
5,30,21,54,2,[],5,2020,729
27,37,25,59,1,[],27,2020,730
17,38,14,61,1,[],17,2020,731
21,30,9,57,2,[],21,2020,732
13,36,11,57,2,[],13,2020,733
22,36,10,57,2,[],22,2020,734
28,43,13,62,1,[],28,2020,735
9,38,30,57,1,[],9,2020,736
-1,27,0,40,0,[],-1,2020,737
2,38,13,55,2,[],2,2020,738
2,45,12,61,1,[],2,2020,739
14,31,26,52,2,[],14,2020,740
23,39,8,55,2,[],23,2020,741
9,35,30,49,2,[],9,2020,742
20,36,22,55,2,[],20,2020,743
-1,25,0,36,0,[],-1,2020,744
-1,31,0,52,0,[],-1,2020,745
29,44,24,61,1,[],29,2020,746
-1,30,0,42,0,[],-1,2020,747
-1,26,0,35,0,[],-1,2020,748
-1,28,0,45,0,[],-1,2020,749
22,36,10,64,1,[],22,2021,750
0,30,17,61,1,[],0,2021,751
28,28,4,57,2,[],28,2021,752
14,33,2,56,2,[],14,2021,753
26,28,8,56,2,[],26,2021,754
23,33,24,57,1,[],23,2021,755
5,34,15,61,1,[],5,2021,756
11,27,23,59,1,[],11,2021,757
27,32,28,57,1,[],27,2021,758
13,31,19,60,1,[],13,2021,759
16,31,1,57,2,[],16,2021,760
2,28,26,58,1,[],2,2021,761
10,43,3,68,1,[],10,2021,762
20,22,12,56,2,[],20,2021,763
6,26,26,50,2,[],6,2021,764
18,24,23,52,2,[],0,2021,765
15,26,11,55,2,[],15,2021,766
3,31,30,57,1,[],3,2021,767
1,28,27,58,1,[],1,2021,768
29,25,13,55,2,[],29,2021,769
9,28,29,47,2,[],9,2021,770
21,28,6,56,2,[],21,2021,771
19,27,14,55,2,[],19,2021,772
17,36,7,64,1,[],17,2021,773
2,24,25,51,2,[],2,2021,774
13,26,19,54,2,[],13,2021,775
24,28,16,54,2,[],24,2021,776
17,30,5,56,2,[],17,2021,777
22,27,10,56,2,[],22,2021,778
19,39,14,59,1,['B'],19,2021,779
26,38,8,62,1,[],26,2021,780
5,29,17,54,2,[],5,2021,781
21,45,2,68,1,['B'],21,2021,782
0,25,15,55,2,[],0,2021,783
-1,20,0,43,0,[],-1,2021,784
3,24,30,49,2,[],3,2021,785
16,51,4,67,1,[],16,2021,786
29,40,13,63,1,[],29,2021,787
25,47,5,68,1,"['A', 'Dp']",25,2021,788
12,33,21,55,2,[],12,2021,789
4,43,9,63,1,[],4,2021,790
25,35,3,58,2,[],25,2021,791
12,39,21,60,1,[],12,2021,792
1,27,27,49,2,[],1,2021,793
23,33,24,51,2,[],23,2021,794
11,31,22,54,2,[],11,2021,795
6,34,25,61,1,[],6,2021,796
-1,22,0,48,0,[],-1,2021,797
14,46,6,64,1,['3'],14,2021,798
24,34,16,64,1,[],24,2021,799
7,34,18,55,2,[],7,2021,800
27,23,28,47,2,[],27,2021,801
15,43,11,63,1,[],15,2021,802
10,43,7,55,2,[],10,2021,803
-1,29,0,45,0,[],-1,2021,804
-1,31,0,44,0,[],-1,2021,805
8,44,20,60,1,[],8,2021,806
18,45,22,59,1,[],18,2021,807
4,41,9,55,2,[],4,2021,808
28,56,1,70,1,[],28,2021,809
-1,24,0,38,0,[],-1,2021,810
-1,29,0,44,0,[],-1,2021,811
-1,26,0,41,0,[],-1,2021,812
9,43,29,59,1,[],9,2021,813
7,48,18,61,1,[],7,2021,814
8,39,20,56,2,[],8,2021,815
-1,26,0,39,0,[],-1,2021,816
20,52,12,61,1,['Dp'],20,2021,817
-1,34,0,45,0,[],-1,2021,818
-1,34,0,45,0,[],-1,2021,819
4,40,4,65,1,[],4,2022,820
1,31,23,58,1,[],1,2022,821
7,36,11,62,1,[],7,2022,822
4,26,4,56,2,[],4,2022,823
0,30,1,56,2,[],0,2022,824
2,27,14,54,2,[],2,2022,825
25,27,10,55,2,[],25,2022,826
2,35,15,59,1,[],2,2022,827
18,33,20,58,1,[],18,2022,828
22,28,22,59,1,[],22,2022,829
16,28,24,59,1,[],16,2022,830
5,28,7,55,2,[],5,2022,831
12,27,30,57,1,[],12,2022,832
-1,20,0,47,0,[],-1,2022,833
24,33,26,57,1,[],24,2022,834
11,42,8,64,1,['A'],11,2022,835
15,27,2,56,2,[],15,2022,836
15,41,3,66,1,[],15,2022,837
-1,19,0,44,0,[],-1,2022,838
20,33,13,61,1,[],20,2022,839
21,38,5,65,1,[],21,2022,840
13,37,12,63,1,[],13,2022,841
28,25,16,55,2,[],28,2022,842
8,28,15,54,2,[],8,2022,843
17,36,6,65,1,[],17,2022,844
14,25,5,56,2,[],14,2022,845
-1,22,0,48,0,[],-1,2022,846
6,29,21,59,1,[],6,2022,847
-1,20,0,45,0,[],-1,2022,848
20,26,12,55,2,[],20,2022,849
14,38,1,67,1,[],14,2022,850
26,25,8,56,2,[],26,2022,851
12,21,30,47,2,[],12,2022,852
7,27,11,55,2,[],7,2022,853
19,22,19,53,2,[],19,2022,854
8,41,16,60,1,[],8,2022,855
13,30,13,57,2,[],16,2022,856
9,35,28,54,1,['B'],9,2022,857
0,47,2,66,1,['B'],0,2022,858
9,30,28,50,2,[],9,2022,859
28,37,14,62,1,[],28,2022,860
29,40,18,59,1,['Po'],29,2022,861
29,31,18,55,2,[],29,2022,862
3,36,29,58,1,[],3,2022,863
25,43,10,63,1,[],25,2022,864
18,31,20,54,2,[],18,2022,865
26,44,9,63,1,[],26,2022,866
24,32,26,50,2,[],24,2022,867
-1,21,0,38,0,[],-1,2022,868
17,33,6,57,2,[],17,2022,869
19,38,19,60,1,[],19,2022,870
10,32,17,54,2,[],10,2022,871
27,30,27,50,2,[],27,2022,872
5,52,7,64,1,[],5,2022,873
23,34,25,52,2,[],23,2022,874
27,42,27,58,1,['Dp'],27,2022,875
11,37,9,58,2,[],11,2022,876
22,33,22,55,2,[],22,2022,877
6,35,21,54,2,[],6,2022,878
-1,24,0,38,0,[],-1,2022,879
-1,31,0,47,0,[],-1,2022,880
21,39,3,59,2,[],21,2022,881
10,48,17,60,1,[],10,2022,882
16,37,24,53,2,[],16,2022,883
23,45,25,59,1,[],23,2022,884
-1,18,0,26,0,[],-1,2022,885
3,37,29,51,2,[],3,2022,886
1,38,23,55,2,[],1,2022,887
-1,28,0,43,0,[],-1,2022,888
-1,31,0,47,0,[],-1,2022,889
17,51,2,70,1,"['B', 'Dp', 'A']",17,2023,890
14,40,4,66,1,"['Po', 'R']",14,2023,891
5,37,10,61,1,[],5,2023,892
15,38,7,62,1,[],15,2023,893
14,26,6,54,2,[],14,2023,894
27,30,24,57,1,[],27,2023,895
19,32,16,59,1,[],19,2023,896
6,24,20,46,2,[],6,2023,897
4,26,12,51,2,[],4,2023,898
26,28,2,55,2,[],26,2023,899
13,23,15,50,2,[],13,2023,900
28,31,13,61,1,[],28,2023,901
16,23,26,44,2,[],16,2023,902
25,27,21,58,1,[],25,2023,903
3,26,30,55,1,[],3,2023,904
29,26,9,65,1,[],29,2023,905
26,45,3,65,1,[],26,2023,906
6,28,20,58,1,[],6,2023,907
2,36,15,59,1,[],2,2023,908
13,31,19,58,1,[],13,2023,909
17,25,3,55,2,[],17,2023,910
25,24,21,46,2,[],25,2023,911
-1,19,0,39,0,[],-1,2023,912
12,32,29,55,1,[],12,2023,913
23,23,23,46,2,[],23,2023,914
8,33,18,58,1,[],8,2023,915
20,53,1,77,1,['B'],20,2023,916
4,36,17,59,1,[],4,2023,917
-1,17,0,39,0,[],-1,2023,918
24,28,27,56,1,[],24,2023,919
5,25,11,53,2,[],5,2023,920
21,25,19,47,2,[],21,2023,921
1,24,5,55,2,[],1,2023,922
7,37,6,64,1,[],7,2023,923
23,30,23,57,1,[],23,2023,924
22,46,12,60,1,[],22,2023,925
20,36,1,57,2,[],20,2023,926
11,26,25,46,2,[],11,2023,927
16,34,26,58,1,[],16,2023,928
1,43,5,66,1,[],1,2023,929
11,34,25,59,1,[],11,2023,930
29,33,9,54,2,[],29,2023,931
10,41,11,65,1,[],10,2023,932
24,22,27,47,2,[],10,2023,933
22,31,17,50,2,[],22,2023,934
12,27,29,42,2,[],12,2023,935
0,32,8,56,2,[],17,2023,936
-1,23,0,42,0,[],-1,2023,937
15,31,7,55,2,[],15,2023,938
0,46,8,63,1,[],0,2023,939
7,28,4,58,2,[],7,2023,940
27,26,24,48,2,[],27,2023,941
21,37,14,64,1,[],21,2023,942
2,35,10,56,2,[],2,2023,943
10,35,14,53,2,[],10,2023,944
8,29,16,55,2,[],8,2023,945
18,41,22,59,1,[],18,2023,946
18,29,22,50,2,[],18,2023,947
-1,17,0,26,0,[],-1,2023,948
19,33,13,54,2,[],19,2023,949
28,28,18,55,2,[],28,2023,950
9,36,28,55,1,[],9,2023,951
3,31,30,46,2,[],3,2023,952
9,32,28,43,2,[],9,2023,953
-1,28,0,38,0,[],-1,2023,954
-1,28,0,44,0,[],-1,2023,955
-1,29,0,42,0,[],-1,2023,956
-1,19,0,29,0,[],-1,2023,957
-1,25,0,36,0,[],-1,2023,958
-1,20,0,29,0,[],-1,2023,959
7,37,10,58,1,[],7,2024,960
23,32,5,61,1,[],23,2024,961
8,31,6,61,1,[],8,2024,962
21,35,7,60,1,[],21,2024,963
14,33,11,59,1,[],14,2024,964
3,26,28,47,2,[],3,2024,965
23,24,5,55,2,[],23,2024,966
27,26,27,56,1,[],27,2024,967
-1,17,0,44,0,[],-1,2024,968
25,29,23,57,1,[],25,2024,969
2,32,13,59,1,[],2,2024,970
-1,19,0,46,0,[],-1,2024,971
22,28,22,58,1,[],22,2024,972
12,28,29,55,1,[],12,2024,973
26,34,3,62,1,[],26,2024,974
21,26,7,55,2,[],21,2024,975
11,26,26,57,1,[],11,2024,976
26,28,1,55,2,[],26,2024,977
24,29,21,57,1,[],24,2024,978
4,27,25,57,1,[],4,2024,979
-1,21,0,42,0,[],-1,2024,980
15,29,12,52,2,[],15,2024,981
19,30,24,56,1,[],19,2024,982
18,28,2,55,2,[],18,2024,983
29,33,15,58,1,[],29,2024,984
7,30,8,53,2,[],7,2024,985
8,26,6,54,2,[],8,2024,986
5,40,1,64,1,[],5,2024,987
-1,23,0,42,0,[],-1,2024,988
29,24,17,51,2,[],29,2024,989
16,34,8,60,1,[],16,2024,990
20,25,3,55,2,[],20,2024,991
28,24,18,51,2,[],28,2024,992
0,32,16,58,1,[],0,2024,993
16,26,10,53,2,[],16,2024,994
5,33,4,56,2,[],5,2024,995
4,29,26,50,2,[],4,2024,996
19,28,23,51,2,[],19,2024,997
-1,20,0,37,0,[],-1,2024,998
10,41,14,58,1,['B'],10,2024,999
13,36,18,59,1,[],13,2024,1000
22,30,21,51,2,[],22,2024,1001
12,23,29,48,2,[],12,2024,1002
28,37,20,58,1,[],28,2024,1003
17,30,9,55,2,[],17,2024,1004
20,45,2,65,1,[],20,2024,1005
17,39,9,61,1,[],17,2024,1006
24,26,22,53,2,[],24,2024,1007
1,42,19,57,1,[],1,2024,1008
3,34,28,57,1,[],3,2024,1009
6,29,14,55,2,[],6,2024,1010
15,40,12,61,1,[],15,2024,1011
6,40,17,58,1,['B'],6,2024,1012
11,31,25,55,2,[],11,2024,1013
1,36,19,52,2,[],1,2024,1014
18,45,4,63,1,[],18,2024,1015
14,36,11,55,2,[],14,2024,1016
27,30,27,51,2,[],27,2024,1017
0,32,16,55,2,[],0,2024,1018
25,32,24,52,2,[],25,2024,1019
2,37,13,54,2,[],2,2024,1020
9,32,30,45,2,[],9,2024,1021
-1,27,0,40,0,[],-1,2024,1022
-1,23,0,39,0,[],-1,2024,1023
-1,32,0,44,0,[],-1,2024,1024
9,41,30,54,1,[],9,2024,1025
13,37,20,54,2,[],13,2024,1026
10,38,15,55,2,[],16,2024,1027
-1,31,0,42,0,[],-1,2024,1028
-1,25,0,36,0,[],-1,2024,1029
21,37,10,61,1,[],21,2025,1030
29,34,13,61,1,[],29,2025,1031
13,33,25,58,1,[],13,2025,1032
-1,22,0,41,0,[],-1,2025,1033
-1,23,0,46,0,[],-1,2025,1034
1,32,23,59,1,[],1,2025,1035
23,32,4,56,2,[],23,2025,1036
27,27,2,58,2,[],25,2025,1037
7,42,1,68,1,[],7,2025,1038
20,35,7,62,1,[],20,2025,1039
1,25,24,49,2,[],1,2025,1040
14,25,17,53,2,[],14,2025,1041
8,44,2,71,1,[],8,2025,1042
21,29,9,55,2,[],21,2025,1043
15,25,21,51,2,[],15,2025,1044
5,28,1,58,2,[],5,2025,1045
26,46,5,68,1,"['B', 'Dp']",26,2025,1046
-1,23,0,45,0,[],-1,2025,1047
20,28,7,56,2,[],20,2025,1048
24,33,27,58,1,[],24,2025,1049
17,29,8,55,2,[],17,2025,1050
-1,22,0,47,0,[],-1,2025,1051
25,24,10,55,2,[],25,2025,1052
6,33,19,60,1,[],6,2025,1053
19,35,12,61,1,[],19,2025,1054
24,25,26,47,2,[],24,2025,1055
4,23,15,54,2,[],4,2025,1056
28,35,11,61,1,[],28,2025,1057
6,29,16,52,2,[],6,2025,1058
23,39,6,64,1,[],23,2025,1059
19,30,12,54,2,[],19,2025,1060
11,33,17,60,1,[],11,2025,1061
-1,20,0,46,0,[],-1,2025,1062
-1,22,0,46,0,[],-1,2025,1063
17,34,8,62,1,[],17,2025,1064
7,33,6,58,2,[],7,2025,1065
2,45,15,60,1,[],2,2025,1066
28,35,11,56,2,[],28,2025,1067
8,33,5,58,2,[],27,2025,1068
14,42,18,60,1,"['B', 'Dp', 'A']",14,2025,1069
-1,25,0,44,0,[],-1,2025,1070
25,40,9,63,1,[],25,2025,1071
22,37,24,60,1,[],22,2025,1072
26,36,3,57,2,[],26,2025,1073
0,29,27,48,2,[],0,2025,1074
11,29,18,55,2,[],11,2025,1075
13,27,25,51,2,[],13,2025,1076
4,37,16,63,1,[],4,2025,1077
0,39,26,59,1,[],0,2025,1078
-1,25,0,47,0,[],-1,2025,1079
22,28,23,52,2,[],22,2025,1080
12,25,28,51,2,[],12,2025,1081
10,25,20,55,2,[],10,2025,1082
18,49,14,60,1,[],18,2025,1083
3,42,30,59,1,['Po'],3,2025,1084
-1,29,0,48,0,[],-1,2025,1085
27,50,4,62,1,[],27,2025,1086
2,35,13,57,2,[],2,2025,1087
15,45,21,60,1,[],15,2025,1088
12,45,28,58,1,[],12,2025,1089
16,44,22,60,1,[],16,2025,1090
10,46,20,60,1,[],10,2025,1091
5,55,3,64,1,[],5,2025,1092
3,33,30,50,2,[],3,2025,1093
9,45,29,59,1,[],9,2025,1094
16,34,22,55,2,[],16,2025,1095
9,35,29,44,2,[],9,2025,1096
18,40,19,54,2,[],18,2025,1097
29,40,14,55,2,[],29,2025,1098
-1,19,0,29,0,[],-1,2025,1099
26,33,9,61,1,['B'],26,2026,1100
0,28,29,55,1,[],0,2026,1101
17,31,19,57,1,[],17,2026,1102
7,29,1,55,2,[],7,2026,1103
5,40,1,66,1,[],5,2026,1104
13,21,23,51,2,[],13,2026,1105
14,27,21,50,2,[],14,2026,1106
6,30,20,57,1,[],6,2026,1107
3,22,28,48,2,[],3,2026,1108
19,32,16,58,1,[],19,2026,1109
5,27,3,55,2,[],5,2026,1110
12,21,27,50,2,[],12,2026,1111
23,39,3,66,1,[],23,2026,1112
8,24,17,52,2,[],8,2026,1113
13,27,24,56,1,[],13,2026,1114
29,27,4,55,2,[],29,2026,1115
20,26,22,50,2,[],20,2026,1116
27,32,15,58,1,[],27,2026,1117
12,29,27,55,1,[],12,2026,1118
2,34,6,64,1,[],2,2026,1119
29,37,4,65,1,['B'],29,2026,1120
16,30,26,55,1,[],16,2026,1121
28,26,20,51,2,[],28,2026,1122
16,21,26,50,2,[],16,2026,1123
-1,21,0,46,0,[],-1,2026,1124
1,29,10,52,2,[],1,2026,1125
24,33,13,59,1,[],24,2026,1126
8,32,17,57,1,[],8,2026,1127
18,27,23,56,1,[],18,2026,1128
10,27,6,54,2,[],10,2026,1129
2,27,7,53,2,[],2,2026,1130
25,36,8,63,1,[],25,2026,1131
17,25,19,51,2,[],17,2026,1132
-1,19,0,41,0,[],-1,2026,1133
6,27,18,50,2,[],6,2026,1134
28,40,18,57,1,[],28,2026,1135
11,37,14,60,1,[],11,2026,1136
7,52,2,65,1,[],7,2026,1137
10,43,7,63,1,[],10,2026,1138
11,29,13,54,2,[],11,2026,1139
24,27,14,56,2,[],24,2026,1140
-1,29,0,48,0,[],-1,2026,1141
3,35,28,56,1,[],3,2026,1142
-1,23,0,44,0,[],-1,2026,1143
25,33,8,55,2,[],25,2026,1144
-1,24,0,41,0,[],-1,2026,1145
22,28,25,52,2,[],22,2026,1146
21,48,5,66,1,[],21,2026,1147
0,29,29,49,2,[],0,2026,1148
21,35,5,55,2,[],21,2026,1149
15,41,11,64,1,[],15,2026,1150
27,31,15,54,2,[],27,2026,1151
-1,26,0,50,0,[],-1,2026,1152
4,34,11,57,2,[],4,2026,1153
26,36,9,56,2,[],26,2026,1154
14,44,21,57,1,"['3', 'Dp']",14,2026,1155
1,47,10,61,1,[],1,2026,1156
15,36,12,55,2,[],15,2026,1157
-1,17,0,32,0,[],-1,2026,1158
4,47,12,61,1,[],4,2026,1159
22,40,25,57,1,[],22,2026,1160
18,33,24,52,2,[],18,2026,1161
9,38,30,54,1,[],9,2026,1162
23,42,2,57,2,"['Po', 'R', 'Di']",23,2026,1163
19,36,16,56,2,[],19,2026,1164
9,29,30,50,2,[],9,2026,1165
-1,24,0,35,0,[],-1,2026,1166
20,43,22,58,1,[],20,2026,1167
-1,32,0,52,0,[],-1,2026,1168
-1,29,0,43,0,[],-1,2026,1169
2,24,20,50,2,[],2,2027,1170
3,28,24,58,1,[],3,2027,1171
7,28,5,54,2,[],7,2027,1172
10,34,10,61,1,[],10,2027,1173
21,25,4,55,2,[],21,2027,1174
14,38,4,66,1,[],14,2027,1175
8,28,7,55,2,[],8,2027,1176
2,29,19,59,1,[],2,2027,1177
-1,22,0,42,0,[],-1,2027,1178
21,38,3,63,1,[],21,2027,1179
15,23,19,51,2,[],15,2027,1180
5,36,9,61,1,[],5,2027,1181
11,28,22,57,1,[],11,2027,1182
23,29,18,59,1,[],23,2027,1183
16,26,13,52,2,[],16,2027,1184
-1,19,0,41,0,[],-1,2027,1185
25,20,26,46,2,[],25,2027,1186
24,38,5,61,1,[],24,2027,1187
20,34,7,62,1,[],20,2027,1188
0,30,25,57,1,[],0,2027,1189
17,34,27,55,1,[],17,2027,1190
18,34,13,60,1,[],18,2027,1191
16,35,12,60,1,[],16,2027,1192
3,24,25,49,2,[],3,2027,1193
8,36,8,61,1,[],8,2027,1194
29,25,6,54,2,[],29,2027,1195
19,25,10,53,2,[],19,2027,1196
25,30,26,56,1,[],25,2027,1197
24,31,2,55,2,[],24,2027,1198
13,29,28,56,1,[],13,2027,1199
29,41,1,63,1,['B'],29,2027,1200
14,31,1,55,2,[],14,2027,1201
22,33,17,58,1,[],22,2027,1202
5,25,9,54,2,[],5,2027,1203
13,18,27,45,2,[],13,2027,1204
12,26,29,44,2,[],12,2027,1205
23,31,18,52,2,[],23,2027,1206
15,36,20,60,1,['A'],15,2027,1207
17,26,28,45,2,[],17,2027,1208
26,30,15,54,2,[],26,2027,1209
-1,24,0,42,0,[],-1,2027,1210
19,40,11,62,1,[],19,2027,1211
9,37,30,56,1,[],9,2027,1212
22,31,16,53,2,[],22,2027,1213
11,24,22,52,2,[],11,2027,1214
1,36,3,56,2,[],1,2027,1215
6,31,21,51,2,[],6,2027,1216
-1,19,0,36,0,[],-1,2027,1217
18,30,12,55,2,[],18,2027,1218
28,30,14,54,2,[],28,2027,1219
-1,25,0,42,0,[],-1,2027,1220
10,31,11,54,2,[],10,2027,1221
-1,27,0,40,0,[],-1,2027,1222
4,33,17,54,2,[],4,2027,1223
26,44,14,60,1,[],26,2027,1224
27,40,23,60,1,[],27,2027,1225
28,42,15,62,1,['3'],28,2027,1226
12,39,29,58,1,[],12,2027,1227
1,52,6,63,1,['Dp'],1,2027,1228
7,54,2,65,1,[],7,2027,1229
6,39,21,62,1,[],6,2027,1230
4,42,16,61,1,[],4,2027,1231
20,39,8,57,2,[],20,2027,1232
-1,28,0,38,0,[],-1,2027,1233
-1,27,0,41,0,[],-1,2027,1234
27,35,23,51,2,[],8,2027,1235
-1,27,0,41,0,[],-1,2027,1236
0,34,24,52,2,[],0,2027,1237
-1,24,0,32,0,[],-1,2027,1238
9,28,30,46,2,[],14,2027,1239
5,41,6,60,1,[],5,2028,1240
13,30,25,56,1,[],13,2028,1241
14,31,12,61,1,[],14,2028,1242
26,35,2,65,1,[],26,2028,1243
10,30,24,57,1,[],10,2028,1244
9,22,30,44,2,[],14,2028,1245
23,26,11,53,2,[],23,2028,1246
25,28,15,60,1,[],25,2028,1247
18,32,18,59,1,[],18,2028,1248
22,32,20,57,1,[],22,2028,1249
-1,23,0,43,0,[],-1,2028,1250
23,34,11,61,1,['Po'],23,2028,1251
17,22,26,47,2,[],17,2028,1252
29,29,28,55,1,[],29,2028,1253
12,29,29,55,1,[],12,2028,1254
2,26,21,48,2,[],2,2028,1255
10,23,24,48,2,[],10,2028,1256
25,28,14,52,2,[],25,2028,1257
22,22,18,53,2,[],22,2028,1258
8,38,1,67,1,[],27,2028,1259
7,35,7,61,1,[],7,2028,1260
6,37,4,62,1,[],6,2028,1261
13,25,25,47,2,[],13,2028,1262
-1,22,0,42,0,[],-1,2028,1263
6,28,1,55,2,[],6,2028,1264
4,34,23,57,1,[],4,2028,1265
16,24,9,54,2,[],16,2028,1266
21,33,13,60,1,[],21,2028,1267
16,35,10,61,1,[],16,2028,1268
-1,20,0,37,0,[],-1,2028,1269
11,31,27,55,1,[],11,2028,1270
2,32,17,59,1,[],2,2028,1271
8,23,5,55,2,[],27,2028,1272
3,31,21,57,1,[],3,2028,1273
0,21,23,49,2,[],0,2028,1274
19,41,14,60,1,[],19,2028,1275
-1,29,0,44,0,[],-1,2028,1276
4,25,22,53,2,[],4,2028,1277
21,30,12,55,2,[],21,2028,1278
26,31,8,57,2,[],26,2028,1279
0,35,22,60,1,[],0,2028,1280
1,30,7,56,2,[],1,2028,1281
1,41,8,63,1,['R'],1,2028,1282
17,37,26,56,1,[],17,2028,1283
19,30,15,55,2,[],19,2028,1284
20,40,5,65,1,[],20,2028,1285
7,31,4,57,2,[],7,2028,1286
15,49,3,67,1,[],15,2028,1287
27,40,16,60,1,[],27,2028,1288
24,41,9,62,1,[],24,2028,1289
28,33,19,62,1,[],28,2028,1290
-1,25,0,42,0,[],-1,2028,1291
24,29,10,56,2,[],24,2028,1292
14,35,13,56,2,[],14,2028,1293
20,38,2,57,2,[],20,2028,1294
-1,28,0,41,0,[],-1,2028,1295
15,38,6,58,2,[],15,2028,1296
-1,24,0,38,0,[],-1,2028,1297
27,36,16,55,2,[],27,2028,1298
18,32,20,55,2,[],18,2028,1299
5,35,3,59,2,[],5,2028,1300
3,34,17,54,2,[],3,2028,1301
9,39,30,56,1,[],9,2028,1302
12,34,29,48,2,[],12,2028,1303
28,39,19,55,2,[],28,2028,1304
11,36,27,49,2,['R'],11,2028,1305
29,33,28,50,2,[],29,2028,1306
-1,26,0,36,0,[],-1,2028,1307
-1,35,0,47,0,[],-1,2028,1308
-1,31,0,40,0,[],-1,2028,1309
0,47,3,68,1,['B'],0,2029,1310
6,44,5,66,1,[],6,2029,1311
21,38,9,65,1,[],21,2029,1312
18,42,7,66,1,[],18,2029,1313
11,30,15,53,2,[],11,2029,1314
20,54,1,67,1,"['B', 'Dp', 'A']",20,2029,1315
26,31,25,59,1,[],26,2029,1316
8,29,20,62,1,[],8,2029,1317
21,26,11,55,2,[],21,2029,1318
-1,24,0,48,0,[],-1,2029,1319
17,29,24,60,1,[],17,2029,1320
25,29,22,61,1,[],25,2029,1321
2,38,11,63,1,[],2,2029,1322
16,29,10,56,2,[],16,2029,1323
10,28,13,54,2,[],10,2029,1324
18,32,6,56,2,[],18,2029,1325
13,23,29,48,2,[],13,2029,1326
5,34,19,61,1,[],5,2029,1327
12,31,30,57,1,[],12,2029,1328
15,22,17,54,2,[],15,2029,1329
13,28,28,59,1,[],13,2029,1330
7,47,4,67,1,['B'],7,2029,1331
22,37,13,63,1,['B'],22,2029,1332
28,22,18,53,2,[],28,2029,1333
24,30,26,59,1,[],24,2029,1334
27,44,6,66,1,['B'],27,2029,1335
12,21,30,47,2,[],12,2029,1336
16,40,10,63,1,[],16,2029,1337
29,31,27,58,1,[],29,2029,1338
19,22,16,54,2,[],19,2029,1339
25,26,20,52,2,[],25,2029,1340
14,34,16,61,1,[],14,2029,1341
4,41,2,69,1,['Po'],4,2029,1342
20,28,5,57,2,[],20,2029,1343
26,24,25,50,2,[],26,2029,1344
22,34,12,57,2,[],22,2029,1345
0,34,8,58,2,[],0,2029,1346
2,36,9,57,2,[],2,2029,1347
11,37,15,65,1,[],11,2029,1348
4,38,3,57,2,[],4,2029,1349
7,36,1,59,2,[],7,2029,1350
23,24,23,56,2,[],23,2029,1351
19,41,14,64,1,[],19,2029,1352
3,45,21,60,1,[],3,2029,1353
27,37,4,58,2,[],27,2029,1354
-1,25,0,49,0,[],-1,2029,1355
5,33,19,53,2,[],5,2029,1356
9,37,29,59,1,[],14,2029,1357
-1,21,0,40,0,[],-1,2029,1358
6,36,2,58,2,[],6,2029,1359
3,32,21,53,2,[],3,2029,1360
1,43,8,68,1,[],1,2029,1361
-1,23,0,39,0,[],-1,2029,1362
1,42,7,57,2,[],1,2029,1363
24,33,26,51,2,[],24,2029,1364
8,33,22,55,2,[],8,2029,1365
29,33,27,51,2,[],29,2029,1366
-1,30,0,44,0,[],-1,2029,1367
14,39,14,57,2,[],14,2029,1368
-1,27,0,45,0,[],-1,2029,1369
23,46,23,59,1,[],23,2029,1370
15,43,18,63,1,[],15,2029,1371
9,35,28,52,2,[],9,2029,1372
28,52,17,59,1,"['Dp', 'A']",28,2029,1373
10,55,12,63,1,"['B', 'Dp']",10,2029,1374
-1,35,0,48,0,[],-1,2029,1375
17,37,24,51,2,[],17,2029,1376
-1,31,0,49,0,[],-1,2029,1377
-1,21,0,33,0,[],-1,2029,1378
-1,23,0,35,0,[],-1,2029,1379
4,43,6,62,1,"['B', 'Dp', 'A']",4,2030,1380
27,37,9,63,1,[],27,2030,1381
22,34,17,61,1,[],22,2030,1382
18,41,8,61,1,['A'],18,2030,1383
13,33,27,57,1,[],13,2030,1384
2,33,5,55,2,[],2,2030,1385
19,27,17,54,2,[],19,2030,1386
24,29,23,59,1,[],24,2030,1387
25,29,15,54,2,[],25,2030,1388
0,34,12,62,1,[],0,2030,1389
24,24,22,54,2,[],24,2030,1390
7,31,3,56,2,[],7,2030,1391
6,26,7,56,2,[],6,2030,1392
14,25,18,54,2,[],14,2030,1393
28,29,13,54,2,[],28,2030,1394
11,23,9,56,2,[],11,2030,1395
1,28,25,59,1,[],1,2030,1396
-1,20,0,35,0,[],-1,2030,1397
16,27,23,53,2,[],16,2030,1398
-1,16,0,34,0,[],-1,2030,1399
25,31,16,62,1,[],25,2030,1400
17,34,18,60,1,[],17,2030,1401
28,36,13,61,1,[],28,2030,1402
0,29,12,54,2,[],0,2030,1403
-1,22,0,41,0,[],-1,2030,1404
12,28,29,48,2,[],12,2030,1405
